hour,day,weather,event,crowd_risk
12,Sunday,Cloudy,Festival,72
20,Monday,Rain,Festival,60
23,Wednesday,Rain,Concert,50
21,Wednesday,Cloudy,NoEvent,87
15,Tuesday,Cloudy,NoEvent,69
10,Wednesday,Clear,Festival,59
12,Saturday,Cloudy,NoEvent,80
22,Tuesday,Rain,Festival,49
1,Monday,Cloudy,Festival,51
6,Sunday,Clear,Festival,75
18,Friday,Rain,NoEvent,77
18,Friday,Clear,Sports,70
16,Thursday,Clear,Sports,54
18,Friday,Clear,Festival,73
1,Tuesday,Rain,NoEvent,59
5,Saturday,Clear,Concert,85
20,Monday,Clear,NoEvent,74
13,Friday,Cloudy,Sports,69
17,Friday,Clear,Concert,78
19,Sunday,Rain,Festival,92
13,Wednesday,Clear,Sports,63
0,Friday,Rain,Concert,40
18,Thursday,Cloudy,Sports,78
12,Thursday,Clear,Sports,69
13,Thursday,Cloudy,NoEvent,57
4,Monday,Cloudy,Concert,70
2,Sunday,Cloudy,Festival,85
12,Saturday,Clear,Sports,70
0,Sunday,Clear,Sports,74
23,Thursday,Clear,Sports,70
11,Wednesday,Rain,NoEvent,42
8,Sunday,Cloudy,Concert,86
11,Wednesday,Rain,Sports,42
3,Saturday,Rain,Concert,65
19,Tuesday,Cloudy,Sports,83
10,Thursday,Clear,Sports,69
19,Sunday,Rain,NoEvent,87
12,Sunday,Clear,Concert,82
22,Tuesday,Cloudy,NoEvent,54
12,Thursday,Cloudy,Sports,57
9,Thursday,Rain,Concert,49
0,Monday,Clear,NoEvent,58
17,Monday,Rain,Concert,72
4,Sunday,Cloudy,Sports,81
7,Saturday,Cloudy,Sports,74
4,Monday,Cloudy,Concert,63
18,Sunday,Clear,NoEvent,100
7,Thursday,Cloudy,Sports,69
22,Sunday,Rain,Concert,75
6,Monday,Clear,Concert,55
10,Friday,Cloudy,NoEvent,58
18,Wednesday,Rain,NoEvent,63
0,Friday,Cloudy,NoEvent,62
22,Saturday,Rain,Sports,78
22,Monday,Cloudy,Festival,50
3,Friday,Cloudy,NoEvent,51
16,Tuesday,Clear,Concert,67
2,Thursday,Cloudy,NoEvent,56
23,Thursday,Rain,Concert,60
10,Sunday,Clear,Concert,86
14,Monday,Rain,Festival,58
16,Wednesday,Cloudy,NoEvent,68
18,Thursday,Rain,Sports,67
5,Wednesday,Cloudy,Concert,69
5,Saturday,Clear,Sports,71
3,Monday,Rain,Concert,44
3,Sunday,Clear,Sports,73
22,Monday,Clear,Concert,62
4,Sunday,Cloudy,NoEvent,81
14,Sunday,Cloudy,Festival,72
14,Tuesday,Rain,Festival,51
15,Saturday,Clear,Concert,72
12,Monday,Rain,NoEvent,43
9,Tuesday,Clear,NoEvent,60
6,Friday,Rain,Sports,44
7,Tuesday,Rain,NoEvent,60
23,Sunday,Cloudy,NoEvent,72
13,Monday,Cloudy,NoEvent,62
17,Friday,Clear,Festival,86
23,Saturday,Rain,NoEvent,62
8,Wednesday,Cloudy,Sports,61
7,Tuesday,Clear,Sports,66
13,Saturday,Rain,Sports,77
0,Tuesday,Clear,Sports,62
9,Thursday,Clear,NoEvent,56
2,Friday,Cloudy,NoEvent,69
17,Sunday,Rain,Concert,87
6,Thursday,Clear,Festival,64
18,Thursday,Cloudy,Sports,75
17,Sunday,Cloudy,Sports,96
14,Wednesday,Clear,Sports,55
1,Sunday,Cloudy,Sports,75
9,Wednesday,Rain,Festival,44
20,Friday,Clear,Festival,84
16,Tuesday,Cloudy,NoEvent,64
16,Saturday,Clear,Concert,78
3,Sunday,Cloudy,Concert,72
10,Sunday,Cloudy,Festival,75
0,Monday,Rain,Festival,53
13,Wednesday,Rain,Concert,41
23,Friday,Rain,Sports,49
14,Thursday,Clear,Festival,63
2,Friday,Cloudy,Festival,66
0,Wednesday,Clear,Concert,54
22,Monday,Cloudy,Sports,69
18,Thursday,Cloudy,NoEvent,80
5,Sunday,Clear,Festival,79
2,Sunday,Clear,Sports,81
14,Thursday,Rain,Festival,51
1,Saturday,Rain,Festival,70
15,Monday,Clear,Sports,52
4,Thursday,Clear,Concert,52
20,Monday,Cloudy,Sports,75
23,Friday,Rain,Concert,41
1,Wednesday,Cloudy,Concert,64
6,Thursday,Cloudy,NoEvent,67
7,Saturday,Cloudy,Sports,82
15,Friday,Clear,Festival,53
18,Sunday,Rain,Concert,82
23,Monday,Cloudy,Sports,57
4,Tuesday,Clear,Festival,57
6,Sunday,Rain,Concert,66
10,Monday,Clear,NoEvent,51
14,Saturday,Rain,Festival,75
8,Saturday,Cloudy,Festival,73
5,Saturday,Rain,Sports,66
16,Thursday,Clear,Concert,68
17,Thursday,Rain,NoEvent,78
3,Friday,Clear,NoEvent,62
13,Wednesday,Clear,Festival,60
7,Tuesday,Rain,Sports,47
13,Monday,Rain,NoEvent,43
7,Monday,Cloudy,Sports,65
2,Monday,Clear,Concert,54
3,Wednesday,Cloudy,Festival,53
16,Sunday,Rain,Sports,70
16,Friday,Cloudy,Festival,60
16,Sunday,Rain,Sports,79
6,Friday,Clear,Sports,57
15,Sunday,Clear,Sports,85
6,Thursday,Clear,Festival,55
21,Friday,Cloudy,Sports,76
21,Wednesday,Cloudy,Festival,73
8,Sunday,Cloudy,NoEvent,73
22,Sunday,Rain,Sports,65
7,Tuesday,Rain,Sports,58
18,Saturday,Rain,Festival,99
16,Friday,Clear,Sports,67
10,Sunday,Cloudy,NoEvent,86
22,Wednesday,Cloudy,Festival,50
12,Tuesday,Cloudy,Concert,61
3,Wednesday,Rain,Festival,44
22,Sunday,Cloudy,NoEvent,76
23,Tuesday,Cloudy,Sports,54
4,Friday,Rain,Concert,48
8,Wednesday,Clear,Concert,62
7,Monday,Cloudy,Concert,61
23,Wednesday,Clear,Sports,52
22,Friday,Rain,NoEvent,49
3,Friday,Clear,Concert,53
22,Sunday,Clear,Concert,73
22,Thursday,Clear,NoEvent,61
21,Monday,Clear,Concert,88
2,Thursday,Cloudy,Festival,59
11,Tuesday,Clear,Festival,55
17,Friday,Cloudy,Concert,86
5,Sunday,Rain,NoEvent,73
18,Saturday,Cloudy,Sports,100
9,Sunday,Cloudy,Sports,78
4,Friday,Clear,NoEvent,65
5,Thursday,Rain,Festival,45
20,Friday,Cloudy,NoEvent,81
2,Saturday,Clear,Festival,74
6,Friday,Cloudy,Concert,64
23,Wednesday,Cloudy,NoEvent,68
23,Monday,Rain,Festival,49
0,Sunday,Rain,NoEvent,68
23,Wednesday,Rain,NoEvent,46
18,Sunday,Rain,Sports,89
11,Saturday,Clear,NoEvent,80
17,Sunday,Cloudy,Festival,96
9,Friday,Cloudy,NoEvent,67
19,Thursday,Rain,NoEvent,75
3,Sunday,Rain,NoEvent,73
17,Monday,Cloudy,Festival,71
18,Sunday,Clear,NoEvent,93
19,Sunday,Cloudy,Sports,97
22,Tuesday,Rain,Sports,55
22,Friday,Cloudy,Sports,63
9,Thursday,Cloudy,NoEvent,59
1,Thursday,Rain,Sports,42
2,Thursday,Clear,Festival,62
18,Sunday,Rain,NoEvent,93
20,Monday,Rain,Sports,74
7,Thursday,Rain,Festival,58
23,Sunday,Cloudy,NoEvent,84
14,Thursday,Clear,Concert,60
4,Thursday,Clear,NoEvent,58
20,Wednesday,Rain,Sports,78
7,Wednesday,Cloudy,Sports,50
3,Tuesday,Clear,Festival,50
20,Thursday,Cloudy,Concert,81
20,Sunday,Clear,Sports,92
17,Saturday,Clear,Festival,95
4,Monday,Clear,Festival,52
17,Friday,Cloudy,Festival,88
9,Saturday,Cloudy,Concert,70
5,Saturday,Rain,Sports,68
21,Thursday,Clear,Festival,85
22,Sunday,Cloudy,NoEvent,85
3,Thursday,Cloudy,Sports,52
21,Saturday,Rain,Festival,92
3,Monday,Cloudy,Festival,64
15,Wednesday,Rain,Festival,43
8,Wednesday,Rain,NoEvent,40
1,Saturday,Clear,Sports,85
7,Friday,Cloudy,Concert,54
2,Sunday,Cloudy,NoEvent,83
3,Sunday,Rain,Festival,60
2,Sunday,Rain,NoEvent,67
22,Tuesday,Clear,Festival,67
5,Monday,Cloudy,NoEvent,68
13,Sunday,Cloudy,Festival,74
16,Sunday,Clear,Sports,76
13,Monday,Cloudy,NoEvent,61
8,Wednesday,Clear,Sports,66
9,Monday,Rain,Sports,41
21,Monday,Clear,Festival,75
21,Sunday,Cloudy,NoEvent,100
14,Sunday,Clear,Sports,70
7,Sunday,Rain,Concert,77
8,Sunday,Rain,Festival,75
11,Wednesday,Rain,Festival,43
18,Friday,Cloudy,Sports,89
17,Wednesday,Clear,Festival,82
10,Wednesday,Cloudy,Concert,53
6,Thursday,Clear,Sports,58
11,Friday,Clear,Sports,50
8,Wednesday,Clear,NoEvent,64
2,Thursday,Cloudy,Sports,54
10,Friday,Rain,Festival,42
18,Thursday,Clear,Concert,71
22,Saturday,Rain,Festival,74
17,Friday,Cloudy,Concert,78
1,Thursday,Rain,Festival,60
15,Saturday,Clear,Festival,77
20,Saturday,Clear,Concert,95
2,Saturday,Cloudy,NoEvent,88
10,Friday,Cloudy,NoEvent,54
19,Saturday,Clear,NoEvent,91
18,Friday,Clear,Sports,89
2,Monday,Rain,Concert,40
15,Wednesday,Rain,Sports,45
3,Monday,Cloudy,NoEvent,56
13,Saturday,Rain,Sports,67
4,Wednesday,Rain,NoEvent,48
16,Sunday,Cloudy,Festival,84
5,Sunday,Clear,Festival,81
7,Thursday,Clear,NoEvent,59
2,Thursday,Cloudy,Festival,50
6,Tuesday,Clear,NoEvent,67
5,Thursday,Rain,Festival,44
7,Wednesday,Clear,Festival,57
9,Monday,Cloudy,Festival,62
4,Friday,Clear,Concert,51
9,Tuesday,Rain,Concert,48
15,Sunday,Cloudy,Festival,82
21,Monday,Rain,NoEvent,75
3,Thursday,Rain,NoEvent,60
5,Sunday,Cloudy,Festival,74
16,Tuesday,Rain,NoEvent,50
20,Saturday,Clear,Sports,100
19,Thursday,Rain,Sports,68
2,Saturday,Cloudy,Concert,88
5,Friday,Rain,Festival,43
4,Wednesday,Clear,Festival,60
3,Tuesday,Clear,Festival,61
13,Friday,Clear,Festival,55
17,Monday,Clear,Sports,88
16,Sunday,Rain,Sports,71
12,Monday,Clear,Concert,54
11,Friday,Rain,Concert,45
19,Monday,Cloudy,Sports,75
9,Monday,Rain,Sports,57
0,Wednesday,Rain,Sports,45
15,Sunday,Cloudy,NoEvent,82
22,Monday,Clear,NoEvent,53
2,Sunday,Clear,Sports,78
7,Tuesday,Clear,Festival,61
20,Monday,Clear,Festival,71
23,Tuesday,Rain,NoEvent,56
23,Wednesday,Rain,Sports,58
6,Monday,Cloudy,Concert,51
5,Wednesday,Cloudy,Concert,57
10,Saturday,Rain,Festival,70
10,Friday,Clear,Festival,55
13,Saturday,Rain,Concert,76
15,Monday,Cloudy,Festival,56
3,Sunday,Cloudy,Festival,74
3,Sunday,Cloudy,Festival,78
4,Sunday,Cloudy,Festival,90
22,Saturday,Cloudy,Concert,85
5,Monday,Cloudy,NoEvent,52
22,Monday,Rain,Sports,59
14,Wednesday,Cloudy,Sports,68
20,Monday,Clear,Concert,84
3,Wednesday,Cloudy,NoEvent,52
3,Tuesday,Rain,NoEvent,41
7,Thursday,Cloudy,Sports,56
22,Friday,Cloudy,Concert,55
20,Thursday,Cloudy,Concert,79
17,Wednesday,Clear,NoEvent,86
0,Sunday,Rain,Sports,75
18,Saturday,Clear,Sports,95
13,Tuesday,Rain,NoEvent,45
11,Wednesday,Clear,Festival,53
4,Sunday,Rain,Sports,67
23,Monday,Rain,NoEvent,45
21,Monday,Clear,NoEvent,87
0,Friday,Rain,NoEvent,40
6,Saturday,Rain,Sports,74
8,Saturday,Rain,Festival,77
12,Sunday,Rain,NoEvent,67
17,Tuesday,Rain,NoEvent,66
1,Friday,Clear,Sports,54
9,Thursday,Cloudy,NoEvent,62
4,Monday,Rain,Festival,59
4,Sunday,Cloudy,NoEvent,74
21,Monday,Clear,Sports,89
11,Wednesday,Cloudy,Festival,55
2,Wednesday,Clear,Concert,63
6,Tuesday,Rain,Concert,52
15,Friday,Rain,Concert,43
11,Thursday,Rain,Sports,46
7,Monday,Rain,Festival,56
16,Wednesday,Clear,Concert,53
13,Saturday,Cloudy,Concert,83
18,Wednesday,Clear,Sports,72
16,Wednesday,Cloudy,Festival,62
7,Friday,Rain,Sports,46
17,Tuesday,Rain,Concert,73
8,Tuesday,Rain,Sports,45
3,Thursday,Rain,NoEvent,56
7,Wednesday,Clear,NoEvent,52
16,Tuesday,Cloudy,Sports,61
3,Wednesday,Cloudy,Concert,60
13,Friday,Rain,Sports,54
0,Sunday,Clear,NoEvent,76
7,Monday,Rain,Concert,46
11,Sunday,Rain,NoEvent,64
21,Monday,Clear,Concert,83
4,Tuesday,Rain,Festival,53
2,Monday,Rain,Concert,43
8,Thursday,Rain,Festival,58
10,Friday,Clear,Concert,66
9,Saturday,Cloudy,Concert,72
21,Wednesday,Cloudy,Concert,82
10,Saturday,Clear,NoEvent,75
20,Tuesday,Clear,Sports,88
18,Tuesday,Rain,NoEvent,61
4,Tuesday,Clear,NoEvent,64
19,Thursday,Clear,Sports,79
20,Friday,Rain,Concert,67
21,Saturday,Clear,Concert,100
16,Friday,Clear,NoEvent,58
16,Saturday,Clear,Concert,88
3,Saturday,Clear,Festival,70
20,Friday,Cloudy,NoEvent,78
6,Wednesday,Clear,Festival,63
18,Wednesday,Cloudy,NoEvent,90
18,Saturday,Clear,Festival,96
10,Wednesday,Clear,Festival,54
11,Wednesday,Cloudy,NoEvent,66
20,Tuesday,Clear,Sports,77
1,Tuesday,Cloudy,Festival,61
15,Tuesday,Clear,NoEvent,59
15,Friday,Clear,Concert,50
12,Sunday,Rain,Festival,76
20,Sunday,Clear,Festival,96
7,Sunday,Cloudy,Festival,84
18,Saturday,Clear,NoEvent,98
23,Saturday,Rain,NoEvent,73
17,Friday,Clear,NoEvent,79
17,Tuesday,Cloudy,NoEvent,90
15,Wednesday,Rain,Sports,59
5,Thursday,Cloudy,Sports,58
14,Wednesday,Cloudy,Festival,62
18,Monday,Clear,Sports,81
2,Monday,Rain,Sports,55
7,Sunday,Rain,NoEvent,64
7,Thursday,Cloudy,Sports,50
18,Tuesday,Rain,NoEvent,69
18,Thursday,Cloudy,NoEvent,72
16,Friday,Rain,Festival,52
21,Wednesday,Cloudy,NoEvent,87
19,Sunday,Rain,Concert,100
14,Monday,Cloudy,Sports,67
8,Sunday,Clear,Festival,80
20,Sunday,Rain,Sports,81
18,Friday,Cloudy,Festival,77
8,Monday,Cloudy,NoEvent,68
17,Tuesday,Cloudy,NoEvent,77
1,Thursday,Clear,Concert,54
12,Monday,Clear,Concert,55
11,Thursday,Rain,Festival,55
1,Saturday,Clear,Concert,85
1,Thursday,Cloudy,Festival,60
15,Tuesday,Cloudy,Concert,64
15,Saturday,Clear,NoEvent,90
5,Thursday,Rain,Sports,47
15,Thursday,Rain,NoEvent,49
6,Saturday,Clear,NoEvent,81
17,Monday,Clear,Sports,84
16,Saturday,Clear,Sports,71
9,Wednesday,Clear,Sports,67
8,Saturday,Clear,Concert,89
13,Friday,Clear,NoEvent,52
1,Wednesday,Rain,Sports,48
4,Wednesday,Cloudy,Concert,68
7,Saturday,Cloudy,Festival,89
11,Thursday,Rain,Sports,42
4,Thursday,Rain,NoEvent,53
14,Monday,Clear,Concert,60
22,Thursday,Rain,Sports,58
21,Friday,Clear,Concert,72
21,Friday,Cloudy,Concert,70
15,Sunday,Cloudy,Festival,76
13,Monday,Clear,Concert,54
17,Tuesday,Rain,Concert,77
4,Friday,Cloudy,Concert,63
22,Friday,Clear,Festival,69
12,Friday,Clear,NoEvent,64
6,Sunday,Clear,Sports,85
5,Thursday,Cloudy,Sports,67
7,Thursday,Rain,Festival,42
9,Wednesday,Cloudy,Festival,66
7,Friday,Cloudy,Festival,54
0,Tuesday,Rain,Festival,56
15,Thursday,Cloudy,Festival,67
17,Wednesday,Clear,Sports,90
9,Tuesday,Clear,Sports,58
11,Wednesday,Clear,Concert,54
1,Sunday,Rain,Sports,61
22,Monday,Rain,Sports,57
5,Saturday,Clear,NoEvent,86
20,Friday,Cloudy,Festival,80
5,Saturday,Cloudy,Sports,71
12,Sunday,Cloudy,Festival,74
7,Thursday,Clear,NoEvent,51
3,Thursday,Cloudy,Sports,67
20,Saturday,Rain,Concert,99
12,Tuesday,Rain,Concert,47
17,Thursday,Clear,Festival,88
3,Tuesday,Rain,Sports,52
7,Thursday,Cloudy,Sports,56
21,Saturday,Cloudy,Sports,94
5,Tuesday,Clear,Festival,65
0,Saturday,Clear,Sports,72
5,Thursday,Cloudy,Concert,61
17,Monday,Rain,NoEvent,76
4,Saturday,Clear,NoEvent,75
3,Monday,Clear,Sports,59
6,Monday,Rain,Concert,53
14,Tuesday,Rain,Concert,53
12,Friday,Clear,Sports,58
16,Sunday,Cloudy,Concert,89
23,Saturday,Clear,Concert,89
4,Saturday,Clear,Sports,75
13,Sunday,Cloudy,Festival,72
1,Sunday,Cloudy,Festival,70
7,Saturday,Rain,Concert,74
15,Tuesday,Clear,Concert,61
23,Wednesday,Cloudy,NoEvent,53
7,Sunday,Clear,Festival,70
6,Tuesday,Cloudy,Concert,64
12,Monday,Rain,Concert,56
6,Sunday,Cloudy,Sports,83
12,Thursday,Rain,Festival,40
16,Saturday,Clear,Sports,88
2,Monday,Rain,Sports,51
10,Tuesday,Cloudy,NoEvent,67
12,Saturday,Cloudy,Sports,82
23,Thursday,Cloudy,Festival,62
11,Monday,Cloudy,NoEvent,65
10,Saturday,Cloudy,NoEvent,80
20,Saturday,Cloudy,Sports,90
10,Tuesday,Cloudy,NoEvent,69
12,Tuesday,Cloudy,Sports,68
11,Saturday,Rain,Concert,74
17,Wednesday,Cloudy,NoEvent,81
7,Saturday,Cloudy,Sports,88
15,Saturday,Clear,Sports,87
1,Wednesday,Cloudy,NoEvent,56
2,Friday,Rain,Sports,42
1,Friday,Clear,Festival,54
8,Tuesday,Cloudy,Sports,57
5,Saturday,Cloudy,Festival,73
2,Tuesday,Rain,Concert,47
8,Saturday,Clear,Sports,84
4,Thursday,Clear,Festival,63
0,Thursday,Cloudy,Festival,67
0,Monday,Clear,Sports,63
4,Tuesday,Cloudy,NoEvent,50
4,Saturday,Cloudy,Sports,90
22,Thursday,Rain,Sports,44
14,Sunday,Rain,Festival,70
0,Tuesday,Rain,Concert,51
5,Tuesday,Cloudy,Concert,64
10,Sunday,Clear,NoEvent,72
17,Tuesday,Clear,Festival,85
19,Thursday,Cloudy,Sports,90
21,Monday,Cloudy,Concert,87
3,Tuesday,Clear,Festival,55
4,Monday,Clear,Festival,66
11,Wednesday,Cloudy,Sports,54
18,Friday,Cloudy,Festival,71
19,Friday,Rain,Concert,75
14,Wednesday,Cloudy,Concert,54
11,Friday,Rain,Concert,55
20,Sunday,Cloudy,Sports,100
20,Thursday,Clear,Sports,90
18,Saturday,Rain,Concert,97
12,Monday,Clear,Festival,52
2,Monday,Cloudy,Sports,54
23,Thursday,Clear,Concert,55
10,Wednesday,Rain,Concert,58
23,Saturday,Clear,NoEvent,84
0,Monday,Cloudy,Sports,54
15,Sunday,Rain,Festival,64
6,Tuesday,Cloudy,Sports,63
2,Saturday,Rain,NoEvent,62
20,Saturday,Clear,NoEvent,100
19,Monday,Cloudy,Festival,75
20,Saturday,Cloudy,NoEvent,100
10,Sunday,Rain,Concert,62
22,Thursday,Cloudy,NoEvent,56
14,Friday,Clear,Festival,55
9,Thursday,Clear,Concert,57
21,Sunday,Cloudy,Concert,94
5,Tuesday,Rain,Festival,46
2,Tuesday,Rain,Concert,41
6,Tuesday,Cloudy,Festival,54
18,Monday,Clear,Concert,75
9,Sunday,Clear,Concert,87
22,Friday,Cloudy,Festival,58
16,Sunday,Cloudy,Sports,75
7,Wednesday,Rain,NoEvent,49
3,Sunday,Clear,Festival,70
1,Saturday,Cloudy,Sports,81
1,Saturday,Cloudy,Concert,83
14,Friday,Rain,NoEvent,44
3,Sunday,Cloudy,Sports,88
15,Sunday,Clear,Sports,81
10,Sunday,Clear,Festival,90
1,Wednesday,Rain,Festival,48
13,Saturday,Clear,Sports,77
21,Tuesday,Clear,Concert,77
6,Monday,Clear,Festival,59
12,Wednesday,Rain,Sports,56
12,Friday,Cloudy,Concert,52
4,Friday,Clear,NoEvent,54
6,Monday,Rain,Sports,51
1,Friday,Rain,Festival,42
8,Monday,Clear,Festival,70
13,Monday,Clear,NoEvent,62
20,Saturday,Clear,Concert,90
3,Friday,Rain,Festival,52
8,Monday,Cloudy,Sports,64
0,Saturday,Cloudy,Concert,80
16,Thursday,Rain,Sports,41
14,Tuesday,Cloudy,Sports,65
12,Sunday,Clear,Festival,78
23,Wednesday,Cloudy,Concert,58
6,Tuesday,Clear,Sports,69
18,Saturday,Rain,Sports,93
0,Wednesday,Cloudy,Sports,61
3,Monday,Clear,Sports,54
5,Monday,Clear,Sports,68
21,Sunday,Cloudy,NoEvent,90
1,Thursday,Cloudy,Concert,52
23,Thursday,Clear,Sports,50
9,Saturday,Clear,NoEvent,75
14,Sunday,Clear,Concert,90
11,Wednesday,Clear,Festival,56
0,Saturday,Clear,Concert,87
22,Thursday,Clear,Sports,65
18,Thursday,Rain,NoEvent,62
9,Wednesday,Clear,Concert,58
9,Friday,Clear,Sports,53
11,Thursday,Clear,Festival,52
4,Tuesday,Rain,Festival,50
22,Sunday,Cloudy,Concert,74
12,Monday,Cloudy,Sports,54
4,Sunday,Rain,Concert,66
5,Saturday,Rain,Concert,60
4,Wednesday,Clear,Concert,68
17,Tuesday,Cloudy,Festival,73
11,Friday,Cloudy,Festival,51
6,Thursday,Clear,Festival,70
11,Tuesday,Rain,NoEvent,48
9,Saturday,Rain,Festival,69
12,Sunday,Rain,NoEvent,69
9,Tuesday,Clear,NoEvent,54
12,Friday,Cloudy,NoEvent,63
12,Saturday,Clear,Festival,78
5,Wednesday,Clear,Concert,55
1,Sunday,Rain,Festival,68
12,Tuesday,Cloudy,Festival,69
4,Monday,Cloudy,Festival,50
15,Wednesday,Rain,Concert,40
19,Sunday,Cloudy,Concert,91
17,Monday,Rain,Concert,64
17,Monday,Cloudy,Concert,89
15,Tuesday,Rain,Sports,57
2,Thursday,Clear,Sports,68
14,Friday,Cloudy,NoEvent,59
12,Monday,Rain,NoEvent,41
21,Monday,Clear,Festival,90
3,Wednesday,Cloudy,NoEvent,61
10,Sunday,Cloudy,Sports,73
6,Sunday,Rain,Sports,74
12,Sunday,Clear,Concert,81
16,Saturday,Rain,Sports,73
22,Sunday,Rain,Concert,73
16,Friday,Clear,Concert,65
19,Friday,Cloudy,Festival,75
18,Tuesday,Clear,NoEvent,89
18,Tuesday,Cloudy,Festival,87
14,Sunday,Rain,Concert,80
14,Tuesday,Rain,Festival,44
10,Sunday,Rain,Concert,61
2,Saturday,Clear,Sports,81
17,Tuesday,Rain,NoEvent,60
6,Tuesday,Clear,Festival,53
8,Thursday,Clear,Festival,52
8,Sunday,Clear,Sports,76
22,Wednesday,Rain,Concert,49
5,Sunday,Cloudy,Festival,81
1,Monday,Cloudy,NoEvent,51
15,Tuesday,Rain,NoEvent,52
16,Thursday,Rain,Festival,53
9,Wednesday,Clear,NoEvent,66
5,Sunday,Cloudy,Concert,90
13,Sunday,Cloudy,Festival,81
19,Wednesday,Cloudy,NoEvent,76
23,Friday,Cloudy,Festival,68
6,Thursday,Clear,Sports,69
18,Sunday,Cloudy,NoEvent,100
15,Tuesday,Rain,Festival,42
21,Wednesday,Cloudy,Concert,90
7,Sunday,Rain,NoEvent,68
3,Saturday,Clear,Sports,84
11,Wednesday,Rain,Sports,40
19,Wednesday,Rain,Concert,62
1,Saturday,Rain,Sports,69
16,Wednesday,Rain,Festival,60
17,Sunday,Cloudy,Sports,100
19,Thursday,Cloudy,Festival,78
17,Monday,Clear,Festival,83
6,Sunday,Clear,NoEvent,70
11,Thursday,Cloudy,NoEvent,62
4,Saturday,Cloudy,Festival,89
10,Tuesday,Rain,NoEvent,50
2,Thursday,Rain,Festival,53
17,Thursday,Clear,NoEvent,81
20,Saturday,Cloudy,NoEvent,91
13,Thursday,Clear,NoEvent,55
23,Monday,Cloudy,Festival,51
7,Saturday,Rain,NoEvent,80
8,Thursday,Clear,Concert,64
7,Thursday,Rain,NoEvent,40
16,Thursday,Clear,Concert,69
6,Sunday,Clear,Concert,75
22,Wednesday,Clear,Sports,65
11,Sunday,Clear,Sports,72
8,Thursday,Rain,Festival,54
1,Thursday,Clear,NoEvent,52
5,Thursday,Clear,Festival,67
23,Tuesday,Cloudy,NoEvent,63
22,Thursday,Clear,NoEvent,65
15,Saturday,Cloudy,NoEvent,74
6,Sunday,Cloudy,Sports,76
22,Wednesday,Clear,Sports,65
15,Tuesday,Clear,Festival,66
7,Tuesday,Rain,Concert,52
15,Tuesday,Rain,Concert,49
1,Saturday,Clear,Sports,73
1,Saturday,Cloudy,Festival,89
12,Friday,Clear,NoEvent,58
9,Wednesday,Rain,NoEvent,52
4,Friday,Cloudy,Sports,56
12,Sunday,Cloudy,Festival,87
10,Tuesday,Cloudy,Concert,59
23,Friday,Clear,Sports,62
11,Sunday,Cloudy,Festival,83
21,Sunday,Clear,Sports,100
17,Wednesday,Rain,Festival,77
11,Friday,Cloudy,Sports,64
23,Wednesday,Clear,Festival,54
15,Tuesday,Rain,Concert,57
6,Sunday,Cloudy,Sports,79
17,Monday,Clear,Sports,88
3,Sunday,Cloudy,NoEvent,87
21,Monday,Rain,Sports,75
9,Monday,Rain,Sports,53
17,Saturday,Cloudy,NoEvent,100
6,Friday,Cloudy,Concert,64
6,Sunday,Rain,NoEvent,64
4,Saturday,Clear,Festival,75
4,Saturday,Clear,Sports,80
3,Monday,Rain,Concert,52
22,Wednesday,Cloudy,Festival,61
5,Wednesday,Clear,NoEvent,55
18,Saturday,Cloudy,Festival,98
21,Thursday,Rain,Sports,67
0,Monday,Cloudy,Concert,50
9,Wednesday,Cloudy,NoEvent,65
17,Thursday,Rain,Sports,72
14,Tuesday,Cloudy,NoEvent,64
13,Friday,Rain,NoEvent,52
10,Friday,Clear,Concert,65
21,Monday,Clear,Concert,82
22,Sunday,Clear,Festival,82
18,Tuesday,Rain,Festival,66
10,Friday,Cloudy,NoEvent,63
23,Wednesday,Rain,Festival,57
19,Monday,Rain,NoEvent,66
6,Thursday,Cloudy,NoEvent,57
19,Tuesday,Rain,Festival,76
17,Tuesday,Rain,Festival,79
4,Sunday,Rain,Concert,72
13,Friday,Cloudy,NoEvent,60
9,Thursday,Rain,Festival,46
16,Sunday,Rain,Festival,70
19,Friday,Rain,Sports,73
4,Saturday,Rain,Festival,64
0,Monday,Clear,Concert,65
4,Thursday,Clear,Sports,56
5,Monday,Rain,Sports,55
6,Saturday,Rain,NoEvent,63
15,Sunday,Clear,Concert,86
21,Sunday,Rain,NoEvent,92
8,Saturday,Clear,Sports,82
3,Wednesday,Clear,Festival,66
19,Friday,Clear,Festival,77
4,Sunday,Rain,NoEvent,62
3,Thursday,Clear,Sports,69
19,Tuesday,Cloudy,NoEvent,78
13,Friday,Cloudy,Sports,69
12,Sunday,Cloudy,Festival,73
13,Wednesday,Cloudy,Concert,56
21,Thursday,Rain,Festival,63
20,Wednesday,Clear,Sports,87
11,Thursday,Rain,Festival,50
11,Tuesday,Rain,Sports,47
12,Sunday,Rain,Festival,71
8,Tuesday,Clear,Festival,70
13,Sunday,Cloudy,NoEvent,73
12,Monday,Clear,Sports,60
10,Sunday,Clear,Concert,72
5,Saturday,Cloudy,Sports,77
1,Friday,Cloudy,Sports,68
2,Sunday,Clear,Concert,88
16,Wednesday,Clear,Festival,52
13,Tuesday,Cloudy,Concert,70
5,Monday,Rain,Concert,51
11,Thursday,Cloudy,Concert,58
15,Friday,Cloudy,Sports,60
13,Monday,Cloudy,Sports,59
